"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"正常城市编码应返回天气数据，状态码200，infocode为10000","1367","test_get_weather_success[110000-\u5317\u4eac]","testcases.api","Tue Apr 07 04:37:31 UTC 2026","passed","Tue Apr 07 04:37:32 UTC 2026","TestWeatherAPI","test_weather","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_password]","testcases.ui","Tue Apr 07 04:37:43 UTC 2026","broken","Tue Apr 07 04:37:43 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[123456]","testcases.ui","Tue Apr 07 04:37:42 UTC 2026","broken","Tue Apr 07 04:37:42 UTC 2026","TestBaiduSearch","test_baidu","",""
"不存在的用户名应返回 404","26","test_get_nonexistent_user","testcases.api","Tue Apr 07 04:37:30 UTC 2026","passed","Tue Apr 07 04:37:30 UTC 2026","TestGitHubUser","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_all]","testcases.ui","Tue Apr 07 04:37:43 UTC 2026","broken","Tue Apr 07 04:37:43 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u81ea\u52a8\u5316\u6d4b\u8bd5]","testcases.ui","Tue Apr 07 04:37:42 UTC 2026","broken","Tue Apr 07 04:37:42 UTC 2026","TestBaiduSearch","test_baidu","",""
"获取 torvalds/linux 的 topics，响应应包含 names 数组","90","test_get_repo_topics","testcases.api","Tue Apr 07 04:37:30 UTC 2026","passed","Tue Apr 07 04:37:30 UTC 2026","TestGitHubRepo","test_github","",""
"获取仓库贡献者列表，返回数组且字段完整
        注：torvalds/linux 贡献者数量过大，GitHub API 会返回 403，
        改用 pytest/pytest（规模适中的知名仓库）
        ","353","test_get_repo_contributors","testcases.api","Tue Apr 07 04:37:30 UTC 2026","passed","Tue Apr 07 04:37:31 UTC 2026","TestGitHubRepo","test_github","",""
"获取 github 组织信息，字段应完整","87","test_get_known_org","testcases.api","Tue Apr 07 04:37:31 UTC 2026","passed","Tue Apr 07 04:37:31 UTC 2026","TestGitHubOrg","test_github","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","1030","test_invalid_city_code","testcases.api","Tue Apr 07 04:37:37 UTC 2026","passed","Tue Apr 07 04:37:38 UTC 2026","TestWeatherAPI","test_weather","",""
"打开百度首页，标题应包含'百度'","0","test_homepage_title","testcases.ui","Tue Apr 07 04:37:42 UTC 2026","broken","Tue Apr 07 04:37:42 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1028","test_get_weather_success[440300-\u6df1\u5733]","testcases.api","Tue Apr 07 04:37:34 UTC 2026","passed","Tue Apr 07 04:37:35 UTC 2026","TestWeatherAPI","test_weather","",""
"空关键词应返回 422 参数错误","28","test_search_repo_empty_keyword","testcases.api","Tue Apr 07 04:37:30 UTC 2026","passed","Tue Apr 07 04:37:30 UTC 2026","TestGitHubSearchRepo","test_github","",""
"不传 Key 应返回鉴权失败","1042","test_missing_api_key","testcases.api","Tue Apr 07 04:37:38 UTC 2026","passed","Tue Apr 07 04:37:39 UTC 2026","TestWeatherAPI","test_weather","",""
"按关键词搜索仓库，应返回结果且字段完整","243","test_search_repo_by_keyword[requests]","testcases.api","Tue Apr 07 04:37:29 UTC 2026","passed","Tue Apr 07 04:37:30 UTC 2026","TestGitHubSearchRepo","test_github","",""
"API 响应 Content-Type 应为 application/json","8","test_content_type_is_json","testcases.api","Tue Apr 07 04:37:31 UTC 2026","passed","Tue Apr 07 04:37:31 UTC 2026","TestGitHubResponseHeaders","test_github","",""
"使用官方公开测试账号登录，应跳转到 Secure Area 页","0","test_login_success","testcases.ui","Tue Apr 07 04:37:43 UTC 2026","broken","Tue Apr 07 04:37:43 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"per_page 参数生效，返回条数与请求一致","167","test_search_repo_pagination","testcases.api","Tue Apr 07 04:37:30 UTC 2026","passed","Tue Apr 07 04:37:30 UTC 2026","TestGitHubSearchRepo","test_github","",""
"登录成功后截图，附加到 Allure 报告","0","test_login_success_screenshot","testcases.ui","Tue Apr 07 04:37:44 UTC 2026","broken","Tue Apr 07 04:37:44 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u6d4b\u8bd5\u5f00\u53d1\u5de5\u7a0b\u5e08]","testcases.ui","Tue Apr 07 04:37:42 UTC 2026","broken","Tue Apr 07 04:37:42 UTC 2026","TestBaiduSearch","test_baidu","",""
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","Tue Apr 07 04:37:42 UTC 2026","broken","Tue Apr 07 04:37:42 UTC 2026","TestBaiduSearch","test_baidu","",""
"extensions=all 返回预报数据，应包含 forecasts 字段","1060","test_forecast_weather","testcases.api","Tue Apr 07 04:37:39 UTC 2026","passed","Tue Apr 07 04:37:40 UTC 2026","TestWeatherAPI","test_weather","",""
"获取用户仓库列表，应为数组且每项含仓库基本信息","118","test_get_user_repos","testcases.api","Tue Apr 07 04:37:30 UTC 2026","passed","Tue Apr 07 04:37:30 UTC 2026","TestGitHubUser","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[@#$%]","testcases.ui","Tue Apr 07 04:37:42 UTC 2026","broken","Tue Apr 07 04:37:42 UTC 2026","TestBaiduSearch","test_baidu","",""
"不存在的仓库应返回 404","35","test_get_nonexistent_repo","testcases.api","Tue Apr 07 04:37:30 UTC 2026","passed","Tue Apr 07 04:37:30 UTC 2026","TestGitHubRepo","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[   ]","testcases.ui","Tue Apr 07 04:37:42 UTC 2026","broken","Tue Apr 07 04:37:42 UTC 2026","TestBaiduSearch","test_baidu","",""
"登录成功后页面应有退出链接，且不再显示登录按钮","0","test_login_redirect_and_elements","testcases.ui","Tue Apr 07 04:37:43 UTC 2026","broken","Tue Apr 07 04:37:43 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_password]","testcases.ui","Tue Apr 07 04:37:43 UTC 2026","broken","Tue Apr 07 04:37:43 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
