"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"搜索后截图，附加到 Allure 报告","0","test_search_with_screenshot","testcases.ui","Mon Mar 16 11:12:34 UTC 2026","broken","Mon Mar 16 11:12:34 UTC 2026","TestBaiduSearch","test_baidu","",""
"校验顶层响应字段完整性","2031","test_response_fields_completeness","testcases.api","Mon Mar 16 11:12:27 UTC 2026","passed","Mon Mar 16 11:12:29 UTC 2026","TestWeatherAPI","test_weather","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[   ]","testcases.ui","Mon Mar 16 11:12:34 UTC 2026","broken","Mon Mar 16 11:12:34 UTC 2026","TestBaiduSearch","test_baidu","",""
"获取仓库贡献者列表，返回数组且字段完整
        注：torvalds/linux 贡献者数量过大，GitHub API 会返回 403，
        改用 pytest/pytest（规模适中的知名仓库）
        ","346","test_get_repo_contributors","testcases.api","Mon Mar 16 11:12:21 UTC 2026","passed","Mon Mar 16 11:12:22 UTC 2026","TestGitHubRepo","test_github","",""
"extensions=all 返回预报数据，应包含 forecasts 字段","1031","test_forecast_weather","testcases.api","Mon Mar 16 11:12:31 UTC 2026","passed","Mon Mar 16 11:12:32 UTC 2026","TestWeatherAPI","test_weather","",""
"按关键词搜索仓库，应返回结果且字段完整","233","test_search_repo_by_keyword[playwright]","testcases.api","Mon Mar 16 11:12:20 UTC 2026","passed","Mon Mar 16 11:12:20 UTC 2026","TestGitHubSearchRepo","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Pytest\u6846\u67b6]","testcases.ui","Mon Mar 16 11:12:33 UTC 2026","broken","Mon Mar 16 11:12:33 UTC 2026","TestBaiduSearch","test_baidu","",""
"不存在的用户名应返回 404","26","test_get_nonexistent_user","testcases.api","Mon Mar 16 11:12:21 UTC 2026","passed","Mon Mar 16 11:12:21 UTC 2026","TestGitHubUser","test_github","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1052","test_get_weather_success[440300-\u6df1\u5733]","testcases.api","Mon Mar 16 11:12:25 UTC 2026","passed","Mon Mar 16 11:12:27 UTC 2026","TestWeatherAPI","test_weather","",""
"获取 github 组织信息，字段应完整","65","test_get_known_org","testcases.api","Mon Mar 16 11:12:22 UTC 2026","passed","Mon Mar 16 11:12:22 UTC 2026","TestGitHubOrg","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[123456]","testcases.ui","Mon Mar 16 11:12:34 UTC 2026","broken","Mon Mar 16 11:12:34 UTC 2026","TestBaiduSearch","test_baidu","",""
"不存在的组织应返回 404","28","test_get_nonexistent_org","testcases.api","Mon Mar 16 11:12:22 UTC 2026","passed","Mon Mar 16 11:12:22 UTC 2026","TestGitHubOrg","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[@#$%]","testcases.ui","Mon Mar 16 11:12:34 UTC 2026","broken","Mon Mar 16 11:12:34 UTC 2026","TestBaiduSearch","test_baidu","",""
