"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","2026-08-09","broken","2026-08-09","TestBaiduSearch","test_baidu","",""
"per_page 参数生效，返回条数与请求一致","200","test_search_repo_pagination","testcases.api","2026-08-09","passed","2026-08-09","TestGitHubSearchRepo","test_github","",""
"获取 torvalds 用户信息，字段应完整","43","test_get_known_user","testcases.api","2026-08-09","passed","2026-08-09","TestGitHubUser","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Python]","testcases.ui","2026-08-09","broken","2026-08-09","TestBaiduSearch","test_baidu","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u6d4b\u8bd5\u5f00\u53d1\u5de5\u7a0b\u5e08]","testcases.ui","2026-08-09","broken","2026-08-09","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1056","test_get_weather_success[440300-\u6df1\u5733]","testcases.api","2026-08-09","passed","2026-08-09","TestWeatherAPI","test_weather","",""
"不存在的用户名应返回 404","24","test_get_nonexistent_user","testcases.api","2026-08-09","passed","2026-08-09","TestGitHubUser","test_github","",""
"获取用户仓库列表，应为数组且每项含仓库基本信息","117","test_get_user_repos","testcases.api","2026-08-09","passed","2026-08-09","TestGitHubUser","test_github","",""
"GitHub API 响应头应包含 Rate-Limit 相关字段","4","test_rate_limit_headers","testcases.api","2026-08-09","passed","2026-08-09","TestGitHubResponseHeaders","test_github","",""
"按关键词搜索仓库，应返回结果且字段完整","225","test_search_repo_by_keyword[requests]","testcases.api","2026-08-09","passed","2026-08-09","TestGitHubSearchRepo","test_github","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1287","test_get_weather_success[110000-\u5317\u4eac]","testcases.api","2026-08-09","passed","2026-08-09","TestWeatherAPI","test_weather","",""
"按关键词搜索仓库，应返回结果且字段完整","272","test_search_repo_by_keyword[pytest]","testcases.api","2026-08-09","passed","2026-08-09","TestGitHubSearchRepo","test_github","",""
"不存在的组织应返回 404","55","test_get_nonexistent_org","testcases.api","2026-08-09","passed","2026-08-09","TestGitHubOrg","test_github","",""
"登录成功后截图，附加到 Allure 报告","0","test_login_success_screenshot","testcases.ui","2026-08-09","broken","2026-08-09","TestExpandTestingLogin","test_opencart_login","",""
"extensions=all 返回预报数据，应包含 forecasts 字段","1046","test_forecast_weather","testcases.api","2026-08-09","passed","2026-08-09","TestWeatherAPI","test_weather","",""
"按关键词搜索仓库，应返回结果且字段完整","193","test_search_repo_by_keyword[playwright]","testcases.api","2026-08-09","passed","2026-08-09","TestGitHubSearchRepo","test_github","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","1060","test_invalid_city_code","testcases.api","2026-08-09","passed","2026-08-09","TestWeatherAPI","test_weather","",""
"获取仓库贡献者列表，返回数组且字段完整
        注：torvalds/linux 贡献者数量过大，GitHub API 会返回 403，
        改用 pytest/pytest（规模适中的知名仓库）
        ","124","test_get_repo_contributors","testcases.api","2026-08-09","passed","2026-08-09","TestGitHubRepo","test_github","",""
"不传 Key 应返回鉴权失败","1072","test_missing_api_key","testcases.api","2026-08-09","passed","2026-08-09","TestWeatherAPI","test_weather","",""
"打开百度首页，标题应包含'百度'","0","test_homepage_title","testcases.ui","2026-08-09","broken","2026-08-09","TestBaiduSearch","test_baidu","",""
"API 响应 Content-Type 应为 application/json","5","test_content_type_is_json","testcases.api","2026-08-09","passed","2026-08-09","TestGitHubResponseHeaders","test_github","",""
"获取 torvalds/linux 仓库详情，字段应完整","101","test_get_known_repo","testcases.api","2026-08-09","passed","2026-08-09","TestGitHubRepo","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u81ea\u52a8\u5316\u6d4b\u8bd5]","testcases.ui","2026-08-09","broken","2026-08-09","TestBaiduSearch","test_baidu","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_password]","testcases.ui","2026-08-09","broken","2026-08-09","TestExpandTestingLogin","test_opencart_login","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_username]","testcases.ui","2026-08-09","broken","2026-08-09","TestExpandTestingLogin","test_opencart_login","",""
"搜索后截图，附加到 Allure 报告","0","test_search_with_screenshot","testcases.ui","2026-08-09","broken","2026-08-09","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1049","test_get_weather_success[310000-\u4e0a\u6d77]","testcases.api","2026-08-09","passed","2026-08-09","TestWeatherAPI","test_weather","",""
