"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"校验顶层响应字段完整性","2019","test_response_fields_completeness","testcases.api","Thu Mar 19 02:51:52 UTC 2026","passed","Thu Mar 19 02:51:54 UTC 2026","TestWeatherAPI","test_weather","",""
"GitHub API 响应头应包含 Rate-Limit 相关字段","8","test_rate_limit_headers","testcases.api","Thu Mar 19 02:51:47 UTC 2026","passed","Thu Mar 19 02:51:47 UTC 2026","TestGitHubResponseHeaders","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_password]","testcases.ui","Thu Mar 19 02:52:00 UTC 2026","broken","Thu Mar 19 02:52:00 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"API 响应 Content-Type 应为 application/json","8","test_content_type_is_json","testcases.api","Thu Mar 19 02:51:47 UTC 2026","passed","Thu Mar 19 02:51:47 UTC 2026","TestGitHubResponseHeaders","test_github","",""
"获取仓库贡献者列表，返回数组且字段完整
        注：torvalds/linux 贡献者数量过大，GitHub API 会返回 403，
        改用 pytest/pytest（规模适中的知名仓库）
        ","258","test_get_repo_contributors","testcases.api","Thu Mar 19 02:51:47 UTC 2026","passed","Thu Mar 19 02:51:47 UTC 2026","TestGitHubRepo","test_github","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_both]","testcases.ui","Thu Mar 19 02:52:00 UTC 2026","broken","Thu Mar 19 02:52:00 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u81ea\u52a8\u5316\u6d4b\u8bd5]","testcases.ui","Thu Mar 19 02:51:59 UTC 2026","broken","Thu Mar 19 02:51:59 UTC 2026","TestBaiduSearch","test_baidu","",""
"按关键词搜索仓库，应返回结果且字段完整","210","test_search_repo_by_keyword[requests]","testcases.api","Thu Mar 19 02:51:46 UTC 2026","passed","Thu Mar 19 02:51:46 UTC 2026","TestGitHubSearchRepo","test_github","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","1019","test_invalid_city_code","testcases.api","Thu Mar 19 02:51:54 UTC 2026","passed","Thu Mar 19 02:51:55 UTC 2026","TestWeatherAPI","test_weather","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1030","test_get_weather_success[440300-\u6df1\u5733]","testcases.api","Thu Mar 19 02:51:51 UTC 2026","passed","Thu Mar 19 02:51:52 UTC 2026","TestWeatherAPI","test_weather","",""
"获取 github 组织信息，字段应完整","59","test_get_known_org","testcases.api","Thu Mar 19 02:51:47 UTC 2026","passed","Thu Mar 19 02:51:47 UTC 2026","TestGitHubOrg","test_github","",""
"不存在的用户名应返回 404","25","test_get_nonexistent_user","testcases.api","Thu Mar 19 02:51:47 UTC 2026","passed","Thu Mar 19 02:51:47 UTC 2026","TestGitHubUser","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_all]","testcases.ui","Thu Mar 19 02:52:00 UTC 2026","broken","Thu Mar 19 02:52:00 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1062","test_get_weather_success[440100-\u5e7f\u5dde]","testcases.api","Thu Mar 19 02:51:50 UTC 2026","passed","Thu Mar 19 02:51:51 UTC 2026","TestWeatherAPI","test_weather","",""
"按关键词搜索仓库，应返回结果且字段完整","177","test_search_repo_by_keyword[playwright]","testcases.api","Thu Mar 19 02:51:46 UTC 2026","passed","Thu Mar 19 02:51:46 UTC 2026","TestGitHubSearchRepo","test_github","",""
"不存在的组织应返回 404","28","test_get_nonexistent_org","testcases.api","Thu Mar 19 02:51:47 UTC 2026","passed","Thu Mar 19 02:51:47 UTC 2026","TestGitHubOrg","test_github","",""
"使用官方公开测试账号登录，应跳转到 Secure Area 页","0","test_login_success","testcases.ui","Thu Mar 19 02:52:00 UTC 2026","broken","Thu Mar 19 02:52:00 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","Thu Mar 19 02:51:59 UTC 2026","broken","Thu Mar 19 02:51:59 UTC 2026","TestBaiduSearch","test_baidu","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_username]","testcases.ui","Thu Mar 19 02:52:01 UTC 2026","broken","Thu Mar 19 02:52:01 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"打开百度首页，标题应包含'百度'","0","test_homepage_title","testcases.ui","Thu Mar 19 02:51:59 UTC 2026","broken","Thu Mar 19 02:51:59 UTC 2026","TestBaiduSearch","test_baidu","",""
"获取 torvalds 用户信息，字段应完整","47","test_get_known_user","testcases.api","Thu Mar 19 02:51:47 UTC 2026","passed","Thu Mar 19 02:51:47 UTC 2026","TestGitHubUser","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[@#$%]","testcases.ui","Thu Mar 19 02:51:59 UTC 2026","broken","Thu Mar 19 02:51:59 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1509","test_get_weather_success[110000-\u5317\u4eac]","testcases.api","Thu Mar 19 02:51:47 UTC 2026","passed","Thu Mar 19 02:51:49 UTC 2026","TestWeatherAPI","test_weather","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_username]","testcases.ui","Thu Mar 19 02:52:00 UTC 2026","broken","Thu Mar 19 02:52:00 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_password]","testcases.ui","Thu Mar 19 02:52:00 UTC 2026","broken","Thu Mar 19 02:52:00 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"不存在的仓库应返回 404","35","test_get_nonexistent_repo","testcases.api","Thu Mar 19 02:51:47 UTC 2026","passed","Thu Mar 19 02:51:47 UTC 2026","TestGitHubRepo","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[123456]","testcases.ui","Thu Mar 19 02:51:59 UTC 2026","broken","Thu Mar 19 02:51:59 UTC 2026","TestBaiduSearch","test_baidu","",""
"per_page 参数生效，返回条数与请求一致","177","test_search_repo_pagination","testcases.api","Thu Mar 19 02:51:46 UTC 2026","passed","Thu Mar 19 02:51:47 UTC 2026","TestGitHubSearchRepo","test_github","",""
"获取 torvalds/linux 的 topics，响应应包含 names 数组","79","test_get_repo_topics","testcases.api","Thu Mar 19 02:51:47 UTC 2026","passed","Thu Mar 19 02:51:47 UTC 2026","TestGitHubRepo","test_github","",""
"获取用户仓库列表，应为数组且每项含仓库基本信息","98","test_get_user_repos","testcases.api","Thu Mar 19 02:51:47 UTC 2026","passed","Thu Mar 19 02:51:47 UTC 2026","TestGitHubUser","test_github","",""
"不传 Key 应返回鉴权失败","1013","test_missing_api_key","testcases.api","Thu Mar 19 02:51:55 UTC 2026","passed","Thu Mar 19 02:51:56 UTC 2026","TestWeatherAPI","test_weather","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Python]","testcases.ui","Thu Mar 19 02:51:58 UTC 2026","broken","Thu Mar 19 02:51:58 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1057","test_get_weather_success[310000-\u4e0a\u6d77]","testcases.api","Thu Mar 19 02:51:49 UTC 2026","passed","Thu Mar 19 02:51:50 UTC 2026","TestWeatherAPI","test_weather","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u6d4b\u8bd5\u5f00\u53d1\u5de5\u7a0b\u5e08]","testcases.ui","Thu Mar 19 02:51:59 UTC 2026","broken","Thu Mar 19 02:51:59 UTC 2026","TestBaiduSearch","test_baidu","",""
"登录成功后页面应有退出链接，且不再显示登录按钮","0","test_login_redirect_and_elements","testcases.ui","Thu Mar 19 02:52:00 UTC 2026","broken","Thu Mar 19 02:52:00 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
