"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"per_page 参数生效，返回条数与请求一致","224","test_search_repo_pagination","testcases.api","Sun May 03 05:34:39 UTC 2026","passed","Sun May 03 05:34:39 UTC 2026","TestGitHubSearchRepo","test_github","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","1009","test_invalid_city_code","testcases.api","Sun May 03 05:34:46 UTC 2026","passed","Sun May 03 05:34:47 UTC 2026","TestWeatherAPI","test_weather","",""
"不传 Key 应返回鉴权失败","1000","test_missing_api_key","testcases.api","Sun May 03 05:34:47 UTC 2026","passed","Sun May 03 05:34:48 UTC 2026","TestWeatherAPI","test_weather","",""
"不存在的组织应返回 404","65","test_get_nonexistent_org","testcases.api","Sun May 03 05:34:40 UTC 2026","passed","Sun May 03 05:34:40 UTC 2026","TestGitHubOrg","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_username]","testcases.ui","Sun May 03 05:34:52 UTC 2026","broken","Sun May 03 05:34:52 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"登录成功后页面应有退出链接，且不再显示登录按钮","0","test_login_redirect_and_elements","testcases.ui","Sun May 03 05:34:51 UTC 2026","broken","Sun May 03 05:34:51 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"extensions=all 返回预报数据，应包含 forecasts 字段","977","test_forecast_weather","testcases.api","Sun May 03 05:34:48 UTC 2026","passed","Sun May 03 05:34:49 UTC 2026","TestWeatherAPI","test_weather","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_all]","testcases.ui","Sun May 03 05:34:52 UTC 2026","broken","Sun May 03 05:34:52 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","988","test_get_weather_success[440100-\u5e7f\u5dde]","testcases.api","Sun May 03 05:34:42 UTC 2026","passed","Sun May 03 05:34:43 UTC 2026","TestWeatherAPI","test_weather","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_username]","testcases.ui","Sun May 03 05:34:52 UTC 2026","broken","Sun May 03 05:34:52 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"登录成功后截图，附加到 Allure 报告","0","test_login_success_screenshot","testcases.ui","Sun May 03 05:34:52 UTC 2026","broken","Sun May 03 05:34:52 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_both]","testcases.ui","Sun May 03 05:34:52 UTC 2026","broken","Sun May 03 05:34:52 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"获取 github 组织信息，字段应完整","99","test_get_known_org","testcases.api","Sun May 03 05:34:39 UTC 2026","passed","Sun May 03 05:34:40 UTC 2026","TestGitHubOrg","test_github","",""
"获取 torvalds/linux 仓库详情，字段应完整","18","test_get_known_repo","testcases.api","Sun May 03 05:34:39 UTC 2026","passed","Sun May 03 05:34:39 UTC 2026","TestGitHubRepo","test_github","",""
"空关键词应返回 422 参数错误","47","test_search_repo_empty_keyword","testcases.api","Sun May 03 05:34:39 UTC 2026","passed","Sun May 03 05:34:39 UTC 2026","TestGitHubSearchRepo","test_github","",""
"获取 torvalds/linux 的 topics，响应应包含 names 数组","116","test_get_repo_topics","testcases.api","Sun May 03 05:34:39 UTC 2026","passed","Sun May 03 05:34:39 UTC 2026","TestGitHubRepo","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[123456]","testcases.ui","Sun May 03 05:34:51 UTC 2026","broken","Sun May 03 05:34:51 UTC 2026","TestBaiduSearch","test_baidu","",""
"API 响应 Content-Type 应为 application/json","19","test_content_type_is_json","testcases.api","Sun May 03 05:34:40 UTC 2026","passed","Sun May 03 05:34:40 UTC 2026","TestGitHubResponseHeaders","test_github","",""
"按关键词搜索仓库，应返回结果且字段完整","224","test_search_repo_by_keyword[playwright]","testcases.api","Sun May 03 05:34:38 UTC 2026","passed","Sun May 03 05:34:38 UTC 2026","TestGitHubSearchRepo","test_github","",""
"不存在的仓库应返回 404","50","test_get_nonexistent_repo","testcases.api","Sun May 03 05:34:39 UTC 2026","passed","Sun May 03 05:34:39 UTC 2026","TestGitHubRepo","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u81ea\u52a8\u5316\u6d4b\u8bd5]","testcases.ui","Sun May 03 05:34:50 UTC 2026","broken","Sun May 03 05:34:50 UTC 2026","TestBaiduSearch","test_baidu","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[@#$%]","testcases.ui","Sun May 03 05:34:51 UTC 2026","broken","Sun May 03 05:34:51 UTC 2026","TestBaiduSearch","test_baidu","",""
"校验顶层响应字段完整性","1997","test_response_fields_completeness","testcases.api","Sun May 03 05:34:44 UTC 2026","passed","Sun May 03 05:34:46 UTC 2026","TestWeatherAPI","test_weather","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","980","test_get_weather_success[310000-\u4e0a\u6d77]","testcases.api","Sun May 03 05:34:41 UTC 2026","passed","Sun May 03 05:34:42 UTC 2026","TestWeatherAPI","test_weather","",""
"获取 torvalds 用户信息，字段应完整","53","test_get_known_user","testcases.api","Sun May 03 05:34:39 UTC 2026","passed","Sun May 03 05:34:39 UTC 2026","TestGitHubUser","test_github","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1303","test_get_weather_success[110000-\u5317\u4eac]","testcases.api","Sun May 03 05:34:40 UTC 2026","passed","Sun May 03 05:34:41 UTC 2026","TestWeatherAPI","test_weather","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Python]","testcases.ui","Sun May 03 05:34:50 UTC 2026","broken","Sun May 03 05:34:50 UTC 2026","TestBaiduSearch","test_baidu","",""
"按关键词搜索仓库，应返回结果且字段完整","395","test_search_repo_by_keyword[pytest]","testcases.api","Sun May 03 05:34:38 UTC 2026","passed","Sun May 03 05:34:38 UTC 2026","TestGitHubSearchRepo","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_password]","testcases.ui","Sun May 03 05:34:52 UTC 2026","broken","Sun May 03 05:34:52 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"打开百度首页，标题应包含'百度'","0","test_homepage_title","testcases.ui","Sun May 03 05:34:51 UTC 2026","broken","Sun May 03 05:34:51 UTC 2026","TestBaiduSearch","test_baidu","",""
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","Sun May 03 05:34:51 UTC 2026","broken","Sun May 03 05:34:51 UTC 2026","TestBaiduSearch","test_baidu","",""
