"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"按关键词搜索仓库，应返回结果且字段完整","324","test_search_repo_by_keyword[playwright]","testcases.api","Mon Apr 27 05:28:56 UTC 2026","passed","Mon Apr 27 05:28:56 UTC 2026","TestGitHubSearchRepo","test_github","",""
"获取仓库贡献者列表，返回数组且字段完整
        注：torvalds/linux 贡献者数量过大，GitHub API 会返回 403，
        改用 pytest/pytest（规模适中的知名仓库）
        ","367","test_get_repo_contributors","testcases.api","Mon Apr 27 05:28:58 UTC 2026","passed","Mon Apr 27 05:28:59 UTC 2026","TestGitHubRepo","test_github","",""
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","Mon Apr 27 05:29:09 UTC 2026","broken","Mon Apr 27 05:29:09 UTC 2026","TestBaiduSearch","test_baidu","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_password]","testcases.ui","Mon Apr 27 05:29:10 UTC 2026","broken","Mon Apr 27 05:29:10 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[@#$%]","testcases.ui","Mon Apr 27 05:29:09 UTC 2026","broken","Mon Apr 27 05:29:09 UTC 2026","TestBaiduSearch","test_baidu","",""
"空关键词应返回 422 参数错误","82","test_search_repo_empty_keyword","testcases.api","Mon Apr 27 05:28:57 UTC 2026","passed","Mon Apr 27 05:28:57 UTC 2026","TestGitHubSearchRepo","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Python]","testcases.ui","Mon Apr 27 05:29:08 UTC 2026","broken","Mon Apr 27 05:29:08 UTC 2026","TestBaiduSearch","test_baidu","",""
"获取 torvalds/linux 仓库详情，字段应完整","180","test_get_known_repo","testcases.api","Mon Apr 27 05:28:58 UTC 2026","passed","Mon Apr 27 05:28:58 UTC 2026","TestGitHubRepo","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_username]","testcases.ui","Mon Apr 27 05:29:11 UTC 2026","broken","Mon Apr 27 05:29:11 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"GitHub API 响应头应包含 Rate-Limit 相关字段","62","test_rate_limit_headers","testcases.api","Mon Apr 27 05:28:59 UTC 2026","passed","Mon Apr 27 05:28:59 UTC 2026","TestGitHubResponseHeaders","test_github","",""
"获取用户仓库列表，应为数组且每项含仓库基本信息","149","test_get_user_repos","testcases.api","Mon Apr 27 05:28:58 UTC 2026","passed","Mon Apr 27 05:28:58 UTC 2026","TestGitHubUser","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Pytest\u6846\u67b6]","testcases.ui","Mon Apr 27 05:29:09 UTC 2026","broken","Mon Apr 27 05:29:09 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u81ea\u52a8\u5316\u6d4b\u8bd5]","testcases.ui","Mon Apr 27 05:29:09 UTC 2026","broken","Mon Apr 27 05:29:09 UTC 2026","TestBaiduSearch","test_baidu","",""
"获取 torvalds 用户信息，字段应完整","102","test_get_known_user","testcases.api","Mon Apr 27 05:28:57 UTC 2026","passed","Mon Apr 27 05:28:58 UTC 2026","TestGitHubUser","test_github","",""
"不存在的仓库应返回 404","89","test_get_nonexistent_repo","testcases.api","Mon Apr 27 05:28:58 UTC 2026","passed","Mon Apr 27 05:28:58 UTC 2026","TestGitHubRepo","test_github","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","862","test_invalid_city_code","testcases.api","Mon Apr 27 05:29:05 UTC 2026","passed","Mon Apr 27 05:29:06 UTC 2026","TestWeatherAPI","test_weather","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_all]","testcases.ui","Mon Apr 27 05:29:10 UTC 2026","broken","Mon Apr 27 05:29:10 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_password]","testcases.ui","Mon Apr 27 05:29:10 UTC 2026","broken","Mon Apr 27 05:29:10 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"打开百度首页，标题应包含'百度'","0","test_homepage_title","testcases.ui","Mon Apr 27 05:29:09 UTC 2026","broken","Mon Apr 27 05:29:09 UTC 2026","TestBaiduSearch","test_baidu","",""
"获取 torvalds/linux 的 topics，响应应包含 names 数组","154","test_get_repo_topics","testcases.api","Mon Apr 27 05:28:58 UTC 2026","passed","Mon Apr 27 05:28:58 UTC 2026","TestGitHubRepo","test_github","",""
"extensions=all 返回预报数据，应包含 forecasts 字段","868","test_forecast_weather","testcases.api","Mon Apr 27 05:29:07 UTC 2026","passed","Mon Apr 27 05:29:07 UTC 2026","TestWeatherAPI","test_weather","",""
"校验顶层响应字段完整性","1847","test_response_fields_completeness","testcases.api","Mon Apr 27 05:29:03 UTC 2026","passed","Mon Apr 27 05:29:05 UTC 2026","TestWeatherAPI","test_weather","",""
"登录成功后页面应有退出链接，且不再显示登录按钮","0","test_login_redirect_and_elements","testcases.ui","Mon Apr 27 05:29:10 UTC 2026","broken","Mon Apr 27 05:29:10 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1395","test_get_weather_success[110000-\u5317\u4eac]","testcases.api","Mon Apr 27 05:28:59 UTC 2026","passed","Mon Apr 27 05:29:00 UTC 2026","TestWeatherAPI","test_weather","",""
"登录成功后截图，附加到 Allure 报告","0","test_login_success_screenshot","testcases.ui","Mon Apr 27 05:29:11 UTC 2026","broken","Mon Apr 27 05:29:11 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"API 响应 Content-Type 应为 application/json","62","test_content_type_is_json","testcases.api","Mon Apr 27 05:28:59 UTC 2026","passed","Mon Apr 27 05:28:59 UTC 2026","TestGitHubResponseHeaders","test_github","",""
"按关键词搜索仓库，应返回结果且字段完整","455","test_search_repo_by_keyword[pytest]","testcases.api","Mon Apr 27 05:28:56 UTC 2026","passed","Mon Apr 27 05:28:56 UTC 2026","TestGitHubSearchRepo","test_github","",""
