"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[   ]","testcases.ui","Wed Mar 25 04:25:24 UTC 2026","broken","Wed Mar 25 04:25:24 UTC 2026","TestBaiduSearch","test_baidu","",""
"API 响应 Content-Type 应为 application/json","7","test_content_type_is_json","testcases.api","Wed Mar 25 04:25:12 UTC 2026","failed","Wed Mar 25 04:25:12 UTC 2026","TestGitHubResponseHeaders","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_all]","testcases.ui","Wed Mar 25 04:25:25 UTC 2026","broken","Wed Mar 25 04:25:25 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Pytest\u6846\u67b6]","testcases.ui","Wed Mar 25 04:25:23 UTC 2026","broken","Wed Mar 25 04:25:23 UTC 2026","TestBaiduSearch","test_baidu","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","1066","test_invalid_city_code","testcases.api","Wed Mar 25 04:25:19 UTC 2026","passed","Wed Mar 25 04:25:20 UTC 2026","TestWeatherAPI","test_weather","",""
"不传 Key 应返回鉴权失败","1031","test_missing_api_key","testcases.api","Wed Mar 25 04:25:20 UTC 2026","passed","Wed Mar 25 04:25:21 UTC 2026","TestWeatherAPI","test_weather","",""
"登录成功后截图，附加到 Allure 报告","0","test_login_success_screenshot","testcases.ui","Wed Mar 25 04:25:25 UTC 2026","broken","Wed Mar 25 04:25:25 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_username]","testcases.ui","Wed Mar 25 04:25:25 UTC 2026","broken","Wed Mar 25 04:25:25 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_password]","testcases.ui","Wed Mar 25 04:25:25 UTC 2026","broken","Wed Mar 25 04:25:25 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1034","test_get_weather_success[310000-\u4e0a\u6d77]","testcases.api","Wed Mar 25 04:25:14 UTC 2026","passed","Wed Mar 25 04:25:15 UTC 2026","TestWeatherAPI","test_weather","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[@#$%]","testcases.ui","Wed Mar 25 04:25:24 UTC 2026","broken","Wed Mar 25 04:25:24 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1387","test_get_weather_success[110000-\u5317\u4eac]","testcases.api","Wed Mar 25 04:25:12 UTC 2026","passed","Wed Mar 25 04:25:14 UTC 2026","TestWeatherAPI","test_weather","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u81ea\u52a8\u5316\u6d4b\u8bd5]","testcases.ui","Wed Mar 25 04:25:23 UTC 2026","broken","Wed Mar 25 04:25:23 UTC 2026","TestBaiduSearch","test_baidu","",""
"GitHub API 响应头应包含 Rate-Limit 相关字段","8","test_rate_limit_headers","testcases.api","Wed Mar 25 04:25:12 UTC 2026","failed","Wed Mar 25 04:25:12 UTC 2026","TestGitHubResponseHeaders","test_github","",""
"搜索后截图，附加到 Allure 报告","0","test_search_with_screenshot","testcases.ui","Wed Mar 25 04:25:24 UTC 2026","broken","Wed Mar 25 04:25:24 UTC 2026","TestBaiduSearch","test_baidu","",""
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","Wed Mar 25 04:25:24 UTC 2026","broken","Wed Mar 25 04:25:24 UTC 2026","TestBaiduSearch","test_baidu","",""
"打开百度首页，标题应包含'百度'","0","test_homepage_title","testcases.ui","Wed Mar 25 04:25:24 UTC 2026","broken","Wed Mar 25 04:25:24 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u6d4b\u8bd5\u5f00\u53d1\u5de5\u7a0b\u5e08]","testcases.ui","Wed Mar 25 04:25:23 UTC 2026","broken","Wed Mar 25 04:25:23 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1053","test_get_weather_success[440100-\u5e7f\u5dde]","testcases.api","Wed Mar 25 04:25:15 UTC 2026","passed","Wed Mar 25 04:25:16 UTC 2026","TestWeatherAPI","test_weather","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Python]","testcases.ui","Wed Mar 25 04:25:23 UTC 2026","broken","Wed Mar 25 04:25:23 UTC 2026","TestBaiduSearch","test_baidu","",""
"获取 torvalds/linux 仓库详情，字段应完整","9","test_get_known_repo","testcases.api","Wed Mar 25 04:25:12 UTC 2026","failed","Wed Mar 25 04:25:12 UTC 2026","TestGitHubRepo","test_github","",""
"不存在的仓库应返回 404","8","test_get_nonexistent_repo","testcases.api","Wed Mar 25 04:25:12 UTC 2026","failed","Wed Mar 25 04:25:12 UTC 2026","TestGitHubRepo","test_github","",""
"按关键词搜索仓库，应返回结果且字段完整","217","test_search_repo_by_keyword[playwright]","testcases.api","Wed Mar 25 04:25:11 UTC 2026","passed","Wed Mar 25 04:25:11 UTC 2026","TestGitHubSearchRepo","test_github","",""
"extensions=all 返回预报数据，应包含 forecasts 字段","1043","test_forecast_weather","testcases.api","Wed Mar 25 04:25:21 UTC 2026","passed","Wed Mar 25 04:25:22 UTC 2026","TestWeatherAPI","test_weather","",""
"获取 torvalds/linux 的 topics，响应应包含 names 数组","8","test_get_repo_topics","testcases.api","Wed Mar 25 04:25:12 UTC 2026","failed","Wed Mar 25 04:25:12 UTC 2026","TestGitHubRepo","test_github","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1044","test_get_weather_success[440300-\u6df1\u5733]","testcases.api","Wed Mar 25 04:25:16 UTC 2026","passed","Wed Mar 25 04:25:17 UTC 2026","TestWeatherAPI","test_weather","",""
"per_page 参数生效，返回条数与请求一致","238","test_search_repo_pagination","testcases.api","Wed Mar 25 04:25:12 UTC 2026","passed","Wed Mar 25 04:25:12 UTC 2026","TestGitHubSearchRepo","test_github","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_both]","testcases.ui","Wed Mar 25 04:25:25 UTC 2026","broken","Wed Mar 25 04:25:25 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_password]","testcases.ui","Wed Mar 25 04:25:25 UTC 2026","broken","Wed Mar 25 04:25:25 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"不存在的用户名应返回 404","8","test_get_nonexistent_user","testcases.api","Wed Mar 25 04:25:12 UTC 2026","failed","Wed Mar 25 04:25:12 UTC 2026","TestGitHubUser","test_github","",""
"获取 github 组织信息，字段应完整","8","test_get_known_org","testcases.api","Wed Mar 25 04:25:12 UTC 2026","failed","Wed Mar 25 04:25:12 UTC 2026","TestGitHubOrg","test_github","",""
"不存在的组织应返回 404","8","test_get_nonexistent_org","testcases.api","Wed Mar 25 04:25:12 UTC 2026","failed","Wed Mar 25 04:25:12 UTC 2026","TestGitHubOrg","test_github","",""
