"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_username]","testcases.ui","Mon Apr 13 05:17:49 UTC 2026","broken","Mon Apr 13 05:17:49 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u6d4b\u8bd5\u5f00\u53d1\u5de5\u7a0b\u5e08]","testcases.ui","Mon Apr 13 05:17:48 UTC 2026","broken","Mon Apr 13 05:17:48 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1183","test_get_weather_success[110000-\u5317\u4eac]","testcases.api","Mon Apr 13 05:17:38 UTC 2026","passed","Mon Apr 13 05:17:39 UTC 2026","TestWeatherAPI","test_weather","",""
"API 响应 Content-Type 应为 application/json","8","test_content_type_is_json","testcases.api","Mon Apr 13 05:17:38 UTC 2026","passed","Mon Apr 13 05:17:38 UTC 2026","TestGitHubResponseHeaders","test_github","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1081","test_get_weather_success[440100-\u5e7f\u5dde]","testcases.api","Mon Apr 13 05:17:40 UTC 2026","passed","Mon Apr 13 05:17:41 UTC 2026","TestWeatherAPI","test_weather","",""
"不存在的用户名应返回 404","31","test_get_nonexistent_user","testcases.api","Mon Apr 13 05:17:37 UTC 2026","passed","Mon Apr 13 05:17:37 UTC 2026","TestGitHubUser","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[   ]","testcases.ui","Mon Apr 13 05:17:49 UTC 2026","broken","Mon Apr 13 05:17:49 UTC 2026","TestBaiduSearch","test_baidu","",""
"使用官方公开测试账号登录，应跳转到 Secure Area 页","0","test_login_success","testcases.ui","Mon Apr 13 05:17:49 UTC 2026","broken","Mon Apr 13 05:17:49 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"不存在的组织应返回 404","31","test_get_nonexistent_org","testcases.api","Mon Apr 13 05:17:38 UTC 2026","passed","Mon Apr 13 05:17:38 UTC 2026","TestGitHubOrg","test_github","",""
"登录成功后截图，附加到 Allure 报告","0","test_login_success_screenshot","testcases.ui","Mon Apr 13 05:17:50 UTC 2026","broken","Mon Apr 13 05:17:50 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[@#$%]","testcases.ui","Mon Apr 13 05:17:49 UTC 2026","broken","Mon Apr 13 05:17:49 UTC 2026","TestBaiduSearch","test_baidu","",""
"不存在的仓库应返回 404","34","test_get_nonexistent_repo","testcases.api","Mon Apr 13 05:17:37 UTC 2026","passed","Mon Apr 13 05:17:37 UTC 2026","TestGitHubRepo","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u81ea\u52a8\u5316\u6d4b\u8bd5]","testcases.ui","Mon Apr 13 05:17:48 UTC 2026","broken","Mon Apr 13 05:17:48 UTC 2026","TestBaiduSearch","test_baidu","",""
"按关键词搜索仓库，应返回结果且字段完整","288","test_search_repo_by_keyword[playwright]","testcases.api","Mon Apr 13 05:17:36 UTC 2026","passed","Mon Apr 13 05:17:36 UTC 2026","TestGitHubSearchRepo","test_github","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","888","test_get_weather_success[310000-\u4e0a\u6d77]","testcases.api","Mon Apr 13 05:17:39 UTC 2026","passed","Mon Apr 13 05:17:40 UTC 2026","TestWeatherAPI","test_weather","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Pytest\u6846\u67b6]","testcases.ui","Mon Apr 13 05:17:48 UTC 2026","broken","Mon Apr 13 05:17:48 UTC 2026","TestBaiduSearch","test_baidu","",""
"获取 github 组织信息，字段应完整","74","test_get_known_org","testcases.api","Mon Apr 13 05:17:38 UTC 2026","passed","Mon Apr 13 05:17:38 UTC 2026","TestGitHubOrg","test_github","",""
"按关键词搜索仓库，应返回结果且字段完整","311","test_search_repo_by_keyword[pytest]","testcases.api","Mon Apr 13 05:17:36 UTC 2026","passed","Mon Apr 13 05:17:36 UTC 2026","TestGitHubSearchRepo","test_github","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_both]","testcases.ui","Mon Apr 13 05:17:49 UTC 2026","broken","Mon Apr 13 05:17:49 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"空关键词应返回 422 参数错误","31","test_search_repo_empty_keyword","testcases.api","Mon Apr 13 05:17:37 UTC 2026","passed","Mon Apr 13 05:17:37 UTC 2026","TestGitHubSearchRepo","test_github","",""
"获取用户仓库列表，应为数组且每项含仓库基本信息","138","test_get_user_repos","testcases.api","Mon Apr 13 05:17:37 UTC 2026","passed","Mon Apr 13 05:17:37 UTC 2026","TestGitHubUser","test_github","",""
"空字段提交应出现错误提示，不得登录成功","1","test_login_with_empty_fields[empty_username]","testcases.ui","Mon Apr 13 05:17:50 UTC 2026","broken","Mon Apr 13 05:17:50 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Python]","testcases.ui","Mon Apr 13 05:17:47 UTC 2026","broken","Mon Apr 13 05:17:47 UTC 2026","TestBaiduSearch","test_baidu","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_password]","testcases.ui","Mon Apr 13 05:17:49 UTC 2026","broken","Mon Apr 13 05:17:49 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","846","test_invalid_city_code","testcases.api","Mon Apr 13 05:17:44 UTC 2026","passed","Mon Apr 13 05:17:45 UTC 2026","TestWeatherAPI","test_weather","",""
"GitHub API 响应头应包含 Rate-Limit 相关字段","8","test_rate_limit_headers","testcases.api","Mon Apr 13 05:17:38 UTC 2026","passed","Mon Apr 13 05:17:38 UTC 2026","TestGitHubResponseHeaders","test_github","",""
"按关键词搜索仓库，应返回结果且字段完整","366","test_search_repo_by_keyword[requests]","testcases.api","Mon Apr 13 05:17:36 UTC 2026","passed","Mon Apr 13 05:17:37 UTC 2026","TestGitHubSearchRepo","test_github","",""
"搜索后截图，附加到 Allure 报告","0","test_search_with_screenshot","testcases.ui","Mon Apr 13 05:17:49 UTC 2026","broken","Mon Apr 13 05:17:49 UTC 2026","TestBaiduSearch","test_baidu","",""
"校验顶层响应字段完整性","1878","test_response_fields_completeness","testcases.api","Mon Apr 13 05:17:42 UTC 2026","passed","Mon Apr 13 05:17:44 UTC 2026","TestWeatherAPI","test_weather","",""
