"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"搜索后截图，附加到 Allure 报告","0","test_search_with_screenshot","testcases.ui","2026-07-30","broken","2026-07-30","TestBaiduSearch","test_baidu","",""
"空关键词应返回 422 参数错误","91","test_search_repo_empty_keyword","testcases.api","2026-07-30","passed","2026-07-30","TestGitHubSearchRepo","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u81ea\u52a8\u5316\u6d4b\u8bd5]","testcases.ui","2026-07-30","broken","2026-07-30","TestBaiduSearch","test_baidu","",""
"使用官方公开测试账号登录，应跳转到 Secure Area 页","0","test_login_success","testcases.ui","2026-07-30","broken","2026-07-30","TestExpandTestingLogin","test_opencart_login","",""
"登录成功后截图，附加到 Allure 报告","0","test_login_success_screenshot","testcases.ui","2026-07-30","broken","2026-07-30","TestExpandTestingLogin","test_opencart_login","",""
"按关键词搜索仓库，应返回结果且字段完整","223","test_search_repo_by_keyword[requests]","testcases.api","2026-07-30","passed","2026-07-30","TestGitHubSearchRepo","test_github","",""
"获取 torvalds/linux 的 topics，响应应包含 names 数组","123","test_get_repo_topics","testcases.api","2026-07-30","passed","2026-07-30","TestGitHubRepo","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[   ]","testcases.ui","2026-07-30","broken","2026-07-30","TestBaiduSearch","test_baidu","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_username]","testcases.ui","2026-07-30","broken","2026-07-30","TestExpandTestingLogin","test_opencart_login","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Pytest\u6846\u67b6]","testcases.ui","2026-07-30","broken","2026-07-30","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","967","test_get_weather_success[440300-\u6df1\u5733]","testcases.api","2026-07-30","passed","2026-07-30","TestWeatherAPI","test_weather","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_password]","testcases.ui","2026-07-30","broken","2026-07-30","TestExpandTestingLogin","test_opencart_login","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[123456]","testcases.ui","2026-07-30","broken","2026-07-30","TestBaiduSearch","test_baidu","",""
"校验顶层响应字段完整性","1962","test_response_fields_completeness","testcases.api","2026-07-30","passed","2026-07-30","TestWeatherAPI","test_weather","",""
"extensions=all 返回预报数据，应包含 forecasts 字段","959","test_forecast_weather","testcases.api","2026-07-30","passed","2026-07-30","TestWeatherAPI","test_weather","",""
"不存在的用户名应返回 404","47","test_get_nonexistent_user","testcases.api","2026-07-30","passed","2026-07-30","TestGitHubUser","test_github","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","938","test_invalid_city_code","testcases.api","2026-07-30","passed","2026-07-30","TestWeatherAPI","test_weather","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Python]","testcases.ui","2026-07-30","broken","2026-07-30","TestBaiduSearch","test_baidu","",""
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","2026-07-30","broken","2026-07-30","TestBaiduSearch","test_baidu","",""
"不传 Key 应返回鉴权失败","957","test_missing_api_key","testcases.api","2026-07-30","passed","2026-07-30","TestWeatherAPI","test_weather","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_both]","testcases.ui","2026-07-30","broken","2026-07-30","TestExpandTestingLogin","test_opencart_login","",""
"获取 github 组织信息，字段应完整","97","test_get_known_org","testcases.api","2026-07-30","passed","2026-07-30","TestGitHubOrg","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[@#$%]","testcases.ui","2026-07-30","broken","2026-07-30","TestBaiduSearch","test_baidu","",""
"按关键词搜索仓库，应返回结果且字段完整","300","test_search_repo_by_keyword[pytest]","testcases.api","2026-07-30","passed","2026-07-30","TestGitHubSearchRepo","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u6d4b\u8bd5\u5f00\u53d1\u5de5\u7a0b\u5e08]","testcases.ui","2026-07-30","broken","2026-07-30","TestBaiduSearch","test_baidu","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_password]","testcases.ui","2026-07-30","broken","2026-07-30","TestExpandTestingLogin","test_opencart_login","",""
"获取仓库贡献者列表，返回数组且字段完整
        注：torvalds/linux 贡献者数量过大，GitHub API 会返回 403，
        改用 pytest/pytest（规模适中的知名仓库）
        ","415","test_get_repo_contributors","testcases.api","2026-07-30","passed","2026-07-30","TestGitHubRepo","test_github","",""
"登录成功后页面应有退出链接，且不再显示登录按钮","0","test_login_redirect_and_elements","testcases.ui","2026-07-30","broken","2026-07-30","TestExpandTestingLogin","test_opencart_login","",""
"API 响应 Content-Type 应为 application/json","25","test_content_type_is_json","testcases.api","2026-07-30","passed","2026-07-30","TestGitHubResponseHeaders","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_username]","testcases.ui","2026-07-30","broken","2026-07-30","TestExpandTestingLogin","test_opencart_login","",""
"获取 torvalds 用户信息，字段应完整","66","test_get_known_user","testcases.api","2026-07-30","passed","2026-07-30","TestGitHubUser","test_github","",""
"获取用户仓库列表，应为数组且每项含仓库基本信息","105","test_get_user_repos","testcases.api","2026-07-30","passed","2026-07-30","TestGitHubUser","test_github","",""
