"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"获取 github 组织信息，字段应完整","169","test_get_known_org","testcases.api","Sat Mar 28 04:27:55 UTC 2026","passed","Sat Mar 28 04:27:55 UTC 2026","TestGitHubOrg","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u81ea\u52a8\u5316\u6d4b\u8bd5]","testcases.ui","Sat Mar 28 04:28:14 UTC 2026","broken","Sat Mar 28 04:28:14 UTC 2026","TestBaiduSearch","test_baidu","",""
"空关键词应返回 422 参数错误","106","test_search_repo_empty_keyword","testcases.api","Sat Mar 28 04:27:54 UTC 2026","passed","Sat Mar 28 04:27:54 UTC 2026","TestGitHubSearchRepo","test_github","",""
"校验顶层响应字段完整性","1831","test_response_fields_completeness","testcases.api","Sat Mar 28 04:27:59 UTC 2026","passed","Sat Mar 28 04:28:01 UTC 2026","TestWeatherAPI","test_weather","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","827","test_get_weather_success[440100-\u5e7f\u5dde]","testcases.api","Sat Mar 28 04:27:57 UTC 2026","passed","Sat Mar 28 04:27:58 UTC 2026","TestWeatherAPI","test_weather","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Python]","testcases.ui","Sat Mar 28 04:28:14 UTC 2026","broken","Sat Mar 28 04:28:14 UTC 2026","TestBaiduSearch","test_baidu","",""
"不存在的组织应返回 404","131","test_get_nonexistent_org","testcases.api","Sat Mar 28 04:27:55 UTC 2026","passed","Sat Mar 28 04:27:56 UTC 2026","TestGitHubOrg","test_github","",""
"按关键词搜索仓库，应返回结果且字段完整","284","test_search_repo_by_keyword[playwright]","testcases.api","Sat Mar 28 04:27:53 UTC 2026","passed","Sat Mar 28 04:27:53 UTC 2026","TestGitHubSearchRepo","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_username]","testcases.ui","Sat Mar 28 04:28:16 UTC 2026","broken","Sat Mar 28 04:28:16 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_both]","testcases.ui","Sat Mar 28 04:28:16 UTC 2026","broken","Sat Mar 28 04:28:16 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"获取 torvalds 用户信息，字段应完整","140","test_get_known_user","testcases.api","Sat Mar 28 04:27:54 UTC 2026","passed","Sat Mar 28 04:27:54 UTC 2026","TestGitHubUser","test_github","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_username]","testcases.ui","Sat Mar 28 04:28:16 UTC 2026","broken","Sat Mar 28 04:28:16 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1006","test_get_weather_success[110000-\u5317\u4eac]","testcases.api","Sat Mar 28 04:27:56 UTC 2026","passed","Sat Mar 28 04:27:57 UTC 2026","TestWeatherAPI","test_weather","",""
"不存在的仓库应返回 404","122","test_get_nonexistent_repo","testcases.api","Sat Mar 28 04:27:55 UTC 2026","passed","Sat Mar 28 04:27:55 UTC 2026","TestGitHubRepo","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[@#$%]","testcases.ui","Sat Mar 28 04:28:15 UTC 2026","broken","Sat Mar 28 04:28:15 UTC 2026","TestBaiduSearch","test_baidu","",""
