"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"正常城市编码应返回天气数据，状态码200，infocode为10000","812","test_get_weather_success[310000-\u4e0a\u6d77]","testcases.api","Thu Mar 19 02:59:45 UTC 2026","passed","Thu Mar 19 02:59:46 UTC 2026","TestWeatherAPI","test_weather","",""
"获取 torvalds/linux 仓库详情，字段应完整","201","test_get_known_repo","testcases.api","Thu Mar 19 02:59:44 UTC 2026","passed","Thu Mar 19 02:59:44 UTC 2026","TestGitHubRepo","test_github","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1008","test_get_weather_success[110000-\u5317\u4eac]","testcases.api","Thu Mar 19 02:59:44 UTC 2026","passed","Thu Mar 19 02:59:45 UTC 2026","TestWeatherAPI","test_weather","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_password]","testcases.ui","Thu Mar 19 02:59:55 UTC 2026","broken","Thu Mar 19 02:59:55 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","834","test_get_weather_success[440300-\u6df1\u5733]","testcases.api","Thu Mar 19 02:59:47 UTC 2026","passed","Thu Mar 19 02:59:48 UTC 2026","TestWeatherAPI","test_weather","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","843","test_invalid_city_code","testcases.api","Thu Mar 19 02:59:50 UTC 2026","passed","Thu Mar 19 02:59:51 UTC 2026","TestWeatherAPI","test_weather","",""
"获取 github 组织信息，字段应完整","131","test_get_known_org","testcases.api","Thu Mar 19 02:59:44 UTC 2026","passed","Thu Mar 19 02:59:44 UTC 2026","TestGitHubOrg","test_github","",""
"不存在的仓库应返回 404","96","test_get_nonexistent_repo","testcases.api","Thu Mar 19 02:59:44 UTC 2026","passed","Thu Mar 19 02:59:44 UTC 2026","TestGitHubRepo","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u81ea\u52a8\u5316\u6d4b\u8bd5]","testcases.ui","Thu Mar 19 02:59:54 UTC 2026","broken","Thu Mar 19 02:59:54 UTC 2026","TestBaiduSearch","test_baidu","",""
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","Thu Mar 19 02:59:54 UTC 2026","broken","Thu Mar 19 02:59:54 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","819","test_get_weather_success[440100-\u5e7f\u5dde]","testcases.api","Thu Mar 19 02:59:46 UTC 2026","passed","Thu Mar 19 02:59:47 UTC 2026","TestWeatherAPI","test_weather","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_both]","testcases.ui","Thu Mar 19 02:59:55 UTC 2026","broken","Thu Mar 19 02:59:55 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"不传 Key 应返回鉴权失败","830","test_missing_api_key","testcases.api","Thu Mar 19 02:59:51 UTC 2026","passed","Thu Mar 19 02:59:51 UTC 2026","TestWeatherAPI","test_weather","",""
"获取仓库贡献者列表，返回数组且字段完整
        注：torvalds/linux 贡献者数量过大，GitHub API 会返回 403，
        改用 pytest/pytest（规模适中的知名仓库）
        ","233","test_get_repo_contributors","testcases.api","Thu Mar 19 02:59:44 UTC 2026","passed","Thu Mar 19 02:59:44 UTC 2026","TestGitHubRepo","test_github","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_username]","testcases.ui","Thu Mar 19 02:59:55 UTC 2026","broken","Thu Mar 19 02:59:55 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[   ]","testcases.ui","Thu Mar 19 02:59:54 UTC 2026","broken","Thu Mar 19 02:59:54 UTC 2026","TestBaiduSearch","test_baidu","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[@#$%]","testcases.ui","Thu Mar 19 02:59:54 UTC 2026","broken","Thu Mar 19 02:59:54 UTC 2026","TestBaiduSearch","test_baidu","",""
"使用官方公开测试账号登录，应跳转到 Secure Area 页","0","test_login_success","testcases.ui","Thu Mar 19 02:59:55 UTC 2026","broken","Thu Mar 19 02:59:55 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"校验顶层响应字段完整性","1837","test_response_fields_completeness","testcases.api","Thu Mar 19 02:59:48 UTC 2026","passed","Thu Mar 19 02:59:50 UTC 2026","TestWeatherAPI","test_weather","",""
"打开百度首页，标题应包含'百度'","0","test_homepage_title","testcases.ui","Thu Mar 19 02:59:54 UTC 2026","broken","Thu Mar 19 02:59:54 UTC 2026","TestBaiduSearch","test_baidu","",""
"extensions=all 返回预报数据，应包含 forecasts 字段","829","test_forecast_weather","testcases.api","Thu Mar 19 02:59:51 UTC 2026","passed","Thu Mar 19 02:59:52 UTC 2026","TestWeatherAPI","test_weather","",""
"获取 torvalds 用户信息，字段应完整","108","test_get_known_user","testcases.api","Thu Mar 19 02:59:43 UTC 2026","passed","Thu Mar 19 02:59:43 UTC 2026","TestGitHubUser","test_github","",""
"GitHub API 响应头应包含 Rate-Limit 相关字段","21","test_rate_limit_headers","testcases.api","Thu Mar 19 02:59:44 UTC 2026","passed","Thu Mar 19 02:59:44 UTC 2026","TestGitHubResponseHeaders","test_github","",""
"获取用户仓库列表，应为数组且每项含仓库基本信息","161","test_get_user_repos","testcases.api","Thu Mar 19 02:59:43 UTC 2026","passed","Thu Mar 19 02:59:44 UTC 2026","TestGitHubUser","test_github","",""
"per_page 参数生效，返回条数与请求一致","281","test_search_repo_pagination","testcases.api","Thu Mar 19 02:59:43 UTC 2026","passed","Thu Mar 19 02:59:43 UTC 2026","TestGitHubSearchRepo","test_github","",""
"按关键词搜索仓库，应返回结果且字段完整","632","test_search_repo_by_keyword[requests]","testcases.api","Thu Mar 19 02:59:42 UTC 2026","passed","Thu Mar 19 02:59:43 UTC 2026","TestGitHubSearchRepo","test_github","",""
