"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"正常城市编码应返回天气数据，状态码200，infocode为10000","10493","test_get_weather_success[110000-\u5317\u4eac]","testcases.api","Mon Mar 16 09:15:32 UTC 2026","broken","Mon Mar 16 09:15:42 UTC 2026","TestWeatherAPI","test_weather","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u81ea\u52a8\u5316\u6d4b\u8bd5]","testcases.ui","Mon Mar 16 09:16:10 UTC 2026","broken","Mon Mar 16 09:16:10 UTC 2026","TestBaiduSearch","test_baidu","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","10233","test_invalid_city_code","testcases.api","Mon Mar 16 09:15:56 UTC 2026","broken","Mon Mar 16 09:16:06 UTC 2026","TestWeatherAPI","test_weather","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","866","test_get_weather_success[440300-\u6df1\u5733]","testcases.api","Mon Mar 16 09:15:44 UTC 2026","passed","Mon Mar 16 09:15:45 UTC 2026","TestWeatherAPI","test_weather","",""
"特殊字符/数字搜索不应导致页面崩溃","0","test_special_character_search[   ]","testcases.ui","Mon Mar 16 09:16:11 UTC 2026","broken","Mon Mar 16 09:16:11 UTC 2026","TestBaiduSearch","test_baidu","",""
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","Mon Mar 16 09:16:10 UTC 2026","broken","Mon Mar 16 09:16:10 UTC 2026","TestBaiduSearch","test_baidu","",""
"特殊字符/数字搜索不应导致页面崩溃","0","test_special_character_search[@#$%]","testcases.ui","Mon Mar 16 09:16:10 UTC 2026","broken","Mon Mar 16 09:16:10 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Pytest\u6846\u67b6]","testcases.ui","Mon Mar 16 09:16:10 UTC 2026","broken","Mon Mar 16 09:16:10 UTC 2026","TestBaiduSearch","test_baidu","",""
"搜索后截图，附加到 Allure 报告","0","test_search_with_screenshot","testcases.ui","Mon Mar 16 09:16:11 UTC 2026","broken","Mon Mar 16 09:16:11 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","874","test_get_weather_success[440100-\u5e7f\u5dde]","testcases.api","Mon Mar 16 09:15:43 UTC 2026","passed","Mon Mar 16 09:15:44 UTC 2026","TestWeatherAPI","test_weather","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Python]","testcases.ui","Mon Mar 16 09:16:09 UTC 2026","broken","Mon Mar 16 09:16:09 UTC 2026","TestBaiduSearch","test_baidu","",""
"打开百度首页，标题应包含'百度'","0","test_homepage_title","testcases.ui","Mon Mar 16 09:16:10 UTC 2026","broken","Mon Mar 16 09:16:10 UTC 2026","TestBaiduSearch","test_baidu","",""
"校验顶层响应字段完整性","11231","test_response_fields_completeness","testcases.api","Mon Mar 16 09:15:45 UTC 2026","broken","Mon Mar 16 09:15:56 UTC 2026","TestWeatherAPI","test_weather","",""
"extensions=all 返回预报数据，应包含 forecasts 字段","874","test_forecast_weather","testcases.api","Mon Mar 16 09:16:07 UTC 2026","passed","Mon Mar 16 09:16:08 UTC 2026","TestWeatherAPI","test_weather","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u6d4b\u8bd5\u5f00\u53d1\u5de5\u7a0b\u5e08]","testcases.ui","Mon Mar 16 09:16:10 UTC 2026","broken","Mon Mar 16 09:16:10 UTC 2026","TestBaiduSearch","test_baidu","",""
"特殊字符/数字搜索不应导致页面崩溃","0","test_special_character_search[123456]","testcases.ui","Mon Mar 16 09:16:11 UTC 2026","broken","Mon Mar 16 09:16:11 UTC 2026","TestBaiduSearch","test_baidu","",""
"不传 Key 应返回鉴权失败","894","test_missing_api_key","testcases.api","Mon Mar 16 09:16:07 UTC 2026","passed","Mon Mar 16 09:16:07 UTC 2026","TestWeatherAPI","test_weather","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","918","test_get_weather_success[310000-\u4e0a\u6d77]","testcases.api","Mon Mar 16 09:15:42 UTC 2026","passed","Mon Mar 16 09:15:43 UTC 2026","TestWeatherAPI","test_weather","",""
