"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Python]","testcases.ui","2026-06-07","broken","2026-06-07","TestBaiduSearch","test_baidu","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_both]","testcases.ui","2026-06-07","broken","2026-06-07","TestExpandTestingLogin","test_opencart_login","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[123456]","testcases.ui","2026-06-07","broken","2026-06-07","TestBaiduSearch","test_baidu","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[   ]","testcases.ui","2026-06-07","broken","2026-06-07","TestBaiduSearch","test_baidu","",""
"extensions=all 返回预报数据，应包含 forecasts 字段","830","test_forecast_weather","testcases.api","2026-06-07","passed","2026-06-07","TestWeatherAPI","test_weather","",""
"per_page 参数生效，返回条数与请求一致","396","test_search_repo_pagination","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubSearchRepo","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_all]","testcases.ui","2026-06-07","broken","2026-06-07","TestExpandTestingLogin","test_opencart_login","",""
"API 响应 Content-Type 应为 application/json","21","test_content_type_is_json","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubResponseHeaders","test_github","",""
"登录成功后页面应有退出链接，且不再显示登录按钮","0","test_login_redirect_and_elements","testcases.ui","2026-06-07","broken","2026-06-07","TestExpandTestingLogin","test_opencart_login","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1217","test_get_weather_success[110000-\u5317\u4eac]","testcases.api","2026-06-07","passed","2026-06-07","TestWeatherAPI","test_weather","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","846","test_get_weather_success[310000-\u4e0a\u6d77]","testcases.api","2026-06-07","passed","2026-06-07","TestWeatherAPI","test_weather","",""
"获取 torvalds 用户信息，字段应完整","155","test_get_known_user","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubUser","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_username]","testcases.ui","2026-06-07","broken","2026-06-07","TestExpandTestingLogin","test_opencart_login","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Pytest\u6846\u67b6]","testcases.ui","2026-06-07","broken","2026-06-07","TestBaiduSearch","test_baidu","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u6d4b\u8bd5\u5f00\u53d1\u5de5\u7a0b\u5e08]","testcases.ui","2026-06-07","broken","2026-06-07","TestBaiduSearch","test_baidu","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","853","test_invalid_city_code","testcases.api","2026-06-07","passed","2026-06-07","TestWeatherAPI","test_weather","",""
"获取 github 组织信息，字段应完整","185","test_get_known_org","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubOrg","test_github","",""
"获取仓库贡献者列表，返回数组且字段完整
        注：torvalds/linux 贡献者数量过大，GitHub API 会返回 403，
        改用 pytest/pytest（规模适中的知名仓库）
        ","222","test_get_repo_contributors","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubRepo","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u81ea\u52a8\u5316\u6d4b\u8bd5]","testcases.ui","2026-06-07","broken","2026-06-07","TestBaiduSearch","test_baidu","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_password]","testcases.ui","2026-06-07","broken","2026-06-07","TestExpandTestingLogin","test_opencart_login","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[@#$%]","testcases.ui","2026-06-07","broken","2026-06-07","TestBaiduSearch","test_baidu","",""
"按关键词搜索仓库，应返回结果且字段完整","344","test_search_repo_by_keyword[pytest]","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubSearchRepo","test_github","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","845","test_get_weather_success[440100-\u5e7f\u5dde]","testcases.api","2026-06-07","passed","2026-06-07","TestWeatherAPI","test_weather","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","849","test_get_weather_success[440300-\u6df1\u5733]","testcases.api","2026-06-07","passed","2026-06-07","TestWeatherAPI","test_weather","",""
"按关键词搜索仓库，应返回结果且字段完整","367","test_search_repo_by_keyword[requests]","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubSearchRepo","test_github","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_password]","testcases.ui","2026-06-07","broken","2026-06-07","TestExpandTestingLogin","test_opencart_login","",""
"GitHub API 响应头应包含 Rate-Limit 相关字段","20","test_rate_limit_headers","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubResponseHeaders","test_github","",""
"获取 torvalds/linux 仓库详情，字段应完整","182","test_get_known_repo","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubRepo","test_github","",""
"不传 Key 应返回鉴权失败","805","test_missing_api_key","testcases.api","2026-06-07","passed","2026-06-07","TestWeatherAPI","test_weather","",""
