"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"获取 github 组织信息，字段应完整","122","test_get_known_org","testcases.api","Thu Mar 26 04:36:56 UTC 2026","passed","Thu Mar 26 04:36:56 UTC 2026","TestGitHubOrg","test_github","",""
"获取 torvalds/linux 仓库详情，字段应完整","151","test_get_known_repo","testcases.api","Thu Mar 26 04:36:55 UTC 2026","passed","Thu Mar 26 04:36:56 UTC 2026","TestGitHubRepo","test_github","",""
"校验顶层响应字段完整性","1882","test_response_fields_completeness","testcases.api","Thu Mar 26 04:37:00 UTC 2026","passed","Thu Mar 26 04:37:02 UTC 2026","TestWeatherAPI","test_weather","",""
"不存在的仓库应返回 404","79","test_get_nonexistent_repo","testcases.api","Thu Mar 26 04:36:56 UTC 2026","passed","Thu Mar 26 04:36:56 UTC 2026","TestGitHubRepo","test_github","",""
"获取仓库贡献者列表，返回数组且字段完整
        注：torvalds/linux 贡献者数量过大，GitHub API 会返回 403，
        改用 pytest/pytest（规模适中的知名仓库）
        ","356","test_get_repo_contributors","testcases.api","Thu Mar 26 04:36:56 UTC 2026","passed","Thu Mar 26 04:36:56 UTC 2026","TestGitHubRepo","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[   ]","testcases.ui","Thu Mar 26 04:37:07 UTC 2026","broken","Thu Mar 26 04:37:07 UTC 2026","TestBaiduSearch","test_baidu","",""
"per_page 参数生效，返回条数与请求一致","471","test_search_repo_pagination","testcases.api","Thu Mar 26 04:36:55 UTC 2026","passed","Thu Mar 26 04:36:55 UTC 2026","TestGitHubSearchRepo","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_password]","testcases.ui","Thu Mar 26 04:37:09 UTC 2026","broken","Thu Mar 26 04:37:09 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"登录成功后页面应有退出链接，且不再显示登录按钮","0","test_login_redirect_and_elements","testcases.ui","Thu Mar 26 04:37:08 UTC 2026","broken","Thu Mar 26 04:37:08 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[@#$%]","testcases.ui","Thu Mar 26 04:37:07 UTC 2026","broken","Thu Mar 26 04:37:07 UTC 2026","TestBaiduSearch","test_baidu","",""
"打开百度首页，标题应包含'百度'","0","test_homepage_title","testcases.ui","Thu Mar 26 04:37:07 UTC 2026","broken","Thu Mar 26 04:37:07 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","898","test_get_weather_success[310000-\u4e0a\u6d77]","testcases.api","Thu Mar 26 04:36:58 UTC 2026","passed","Thu Mar 26 04:36:59 UTC 2026","TestWeatherAPI","test_weather","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[123456]","testcases.ui","Thu Mar 26 04:37:08 UTC 2026","broken","Thu Mar 26 04:37:08 UTC 2026","TestBaiduSearch","test_baidu","",""
"不传 Key 应返回鉴权失败","871","test_missing_api_key","testcases.api","Thu Mar 26 04:37:03 UTC 2026","passed","Thu Mar 26 04:37:04 UTC 2026","TestWeatherAPI","test_weather","",""
"按关键词搜索仓库，应返回结果且字段完整","310","test_search_repo_by_keyword[requests]","testcases.api","Thu Mar 26 04:36:54 UTC 2026","passed","Thu Mar 26 04:36:55 UTC 2026","TestGitHubSearchRepo","test_github","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_username]","testcases.ui","Thu Mar 26 04:37:08 UTC 2026","broken","Thu Mar 26 04:37:08 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","Thu Mar 26 04:37:07 UTC 2026","broken","Thu Mar 26 04:37:07 UTC 2026","TestBaiduSearch","test_baidu","",""
"获取 torvalds 用户信息，字段应完整","96","test_get_known_user","testcases.api","Thu Mar 26 04:36:55 UTC 2026","passed","Thu Mar 26 04:36:55 UTC 2026","TestGitHubUser","test_github","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","1018","test_invalid_city_code","testcases.api","Thu Mar 26 04:37:02 UTC 2026","passed","Thu Mar 26 04:37:03 UTC 2026","TestWeatherAPI","test_weather","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u6d4b\u8bd5\u5f00\u53d1\u5de5\u7a0b\u5e08]","testcases.ui","Thu Mar 26 04:37:07 UTC 2026","broken","Thu Mar 26 04:37:07 UTC 2026","TestBaiduSearch","test_baidu","",""
"获取 torvalds/linux 的 topics，响应应包含 names 数组","167","test_get_repo_topics","testcases.api","Thu Mar 26 04:36:56 UTC 2026","passed","Thu Mar 26 04:36:56 UTC 2026","TestGitHubRepo","test_github","",""
"按关键词搜索仓库，应返回结果且字段完整","277","test_search_repo_by_keyword[playwright]","testcases.api","Thu Mar 26 04:36:54 UTC 2026","passed","Thu Mar 26 04:36:54 UTC 2026","TestGitHubSearchRepo","test_github","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_both]","testcases.ui","Thu Mar 26 04:37:08 UTC 2026","broken","Thu Mar 26 04:37:08 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"GitHub API 响应头应包含 Rate-Limit 相关字段","52","test_rate_limit_headers","testcases.api","Thu Mar 26 04:36:56 UTC 2026","passed","Thu Mar 26 04:36:56 UTC 2026","TestGitHubResponseHeaders","test_github","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","885","test_get_weather_success[440100-\u5e7f\u5dde]","testcases.api","Thu Mar 26 04:36:59 UTC 2026","passed","Thu Mar 26 04:37:00 UTC 2026","TestWeatherAPI","test_weather","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Python]","testcases.ui","Thu Mar 26 04:37:06 UTC 2026","broken","Thu Mar 26 04:37:06 UTC 2026","TestBaiduSearch","test_baidu","",""
"不存在的用户名应返回 404","90","test_get_nonexistent_user","testcases.api","Thu Mar 26 04:36:55 UTC 2026","passed","Thu Mar 26 04:36:55 UTC 2026","TestGitHubUser","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_username]","testcases.ui","Thu Mar 26 04:37:09 UTC 2026","broken","Thu Mar 26 04:37:09 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"按关键词搜索仓库，应返回结果且字段完整","471","test_search_repo_by_keyword[pytest]","testcases.api","Thu Mar 26 04:36:53 UTC 2026","passed","Thu Mar 26 04:36:54 UTC 2026","TestGitHubSearchRepo","test_github","",""
"搜索后截图，附加到 Allure 报告","0","test_search_with_screenshot","testcases.ui","Thu Mar 26 04:37:08 UTC 2026","broken","Thu Mar 26 04:37:08 UTC 2026","TestBaiduSearch","test_baidu","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_password]","testcases.ui","Thu Mar 26 04:37:08 UTC 2026","broken","Thu Mar 26 04:37:08 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
