"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"空关键词应返回 422 参数错误","39","test_search_repo_empty_keyword","testcases.api","Wed Mar 18 04:28:20 UTC 2026","passed","Wed Mar 18 04:28:20 UTC 2026","TestGitHubSearchRepo","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_password]","testcases.ui","Wed Mar 18 04:28:53 UTC 2026","broken","Wed Mar 18 04:28:53 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"获取 torvalds/linux 的 topics，响应应包含 names 数组","107","test_get_repo_topics","testcases.api","Wed Mar 18 04:28:21 UTC 2026","passed","Wed Mar 18 04:28:21 UTC 2026","TestGitHubRepo","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[123456]","testcases.ui","Wed Mar 18 04:28:52 UTC 2026","broken","Wed Mar 18 04:28:52 UTC 2026","TestBaiduSearch","test_baidu","",""
"按关键词搜索仓库，应返回结果且字段完整","195","test_search_repo_by_keyword[playwright]","testcases.api","Wed Mar 18 04:28:20 UTC 2026","passed","Wed Mar 18 04:28:20 UTC 2026","TestGitHubSearchRepo","test_github","",""
"获取用户仓库列表，应为数组且每项含仓库基本信息","114","test_get_user_repos","testcases.api","Wed Mar 18 04:28:20 UTC 2026","passed","Wed Mar 18 04:28:21 UTC 2026","TestGitHubUser","test_github","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","986","test_invalid_city_code","testcases.api","Wed Mar 18 04:28:37 UTC 2026","passed","Wed Mar 18 04:28:38 UTC 2026","TestWeatherAPI","test_weather","",""
"打开百度首页，标题应包含'百度'","0","test_homepage_title","testcases.ui","Wed Mar 18 04:28:52 UTC 2026","broken","Wed Mar 18 04:28:52 UTC 2026","TestBaiduSearch","test_baidu","",""
"登录成功后截图，附加到 Allure 报告","0","test_login_success_screenshot","testcases.ui","Wed Mar 18 04:28:53 UTC 2026","broken","Wed Mar 18 04:28:53 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_password]","testcases.ui","Wed Mar 18 04:28:53 UTC 2026","broken","Wed Mar 18 04:28:53 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[   ]","testcases.ui","Wed Mar 18 04:28:52 UTC 2026","broken","Wed Mar 18 04:28:52 UTC 2026","TestBaiduSearch","test_baidu","",""
