"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"获取仓库贡献者列表，返回数组且字段完整
        注：torvalds/linux 贡献者数量过大，GitHub API 会返回 403，
        改用 pytest/pytest（规模适中的知名仓库）
        ","124","test_get_repo_contributors","testcases.api","2026-07-11","passed","2026-07-11","TestGitHubRepo","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_username]","testcases.ui","2026-07-11","broken","2026-07-11","TestExpandTestingLogin","test_opencart_login","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[123456]","testcases.ui","2026-07-11","broken","2026-07-11","TestBaiduSearch","test_baidu","",""
"登录成功后截图，附加到 Allure 报告","0","test_login_success_screenshot","testcases.ui","2026-07-11","broken","2026-07-11","TestExpandTestingLogin","test_opencart_login","",""
"获取 torvalds 用户信息，字段应完整","55","test_get_known_user","testcases.api","2026-07-11","passed","2026-07-11","TestGitHubUser","test_github","",""
"获取用户仓库列表，应为数组且每项含仓库基本信息","67","test_get_user_repos","testcases.api","2026-07-11","passed","2026-07-11","TestGitHubUser","test_github","",""
"打开百度首页，标题应包含'百度'","0","test_homepage_title","testcases.ui","2026-07-11","broken","2026-07-11","TestBaiduSearch","test_baidu","",""
"登录成功后页面应有退出链接，且不再显示登录按钮","0","test_login_redirect_and_elements","testcases.ui","2026-07-11","broken","2026-07-11","TestExpandTestingLogin","test_opencart_login","",""
"校验顶层响应字段完整性","2038","test_response_fields_completeness","testcases.api","2026-07-11","passed","2026-07-11","TestWeatherAPI","test_weather","",""
"按关键词搜索仓库，应返回结果且字段完整","232","test_search_repo_by_keyword[requests]","testcases.api","2026-07-11","passed","2026-07-11","TestGitHubSearchRepo","test_github","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_password]","testcases.ui","2026-07-11","broken","2026-07-11","TestExpandTestingLogin","test_opencart_login","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_both]","testcases.ui","2026-07-11","broken","2026-07-11","TestExpandTestingLogin","test_opencart_login","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1058","test_get_weather_success[440300-\u6df1\u5733]","testcases.api","2026-07-11","passed","2026-07-11","TestWeatherAPI","test_weather","",""
"获取 torvalds/linux 的 topics，响应应包含 names 数组","233","test_get_repo_topics","testcases.api","2026-07-11","passed","2026-07-11","TestGitHubRepo","test_github","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_all]","testcases.ui","2026-07-11","broken","2026-07-11","TestExpandTestingLogin","test_opencart_login","",""
"不传 Key 应返回鉴权失败","1037","test_missing_api_key","testcases.api","2026-07-11","passed","2026-07-11","TestWeatherAPI","test_weather","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_password]","testcases.ui","2026-07-11","broken","2026-07-11","TestExpandTestingLogin","test_opencart_login","",""
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","2026-07-11","broken","2026-07-11","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1057","test_get_weather_success[310000-\u4e0a\u6d77]","testcases.api","2026-07-11","passed","2026-07-11","TestWeatherAPI","test_weather","",""
"空关键词应返回 422 参数错误","33","test_search_repo_empty_keyword","testcases.api","2026-07-11","passed","2026-07-11","TestGitHubSearchRepo","test_github","",""
"使用官方公开测试账号登录，应跳转到 Secure Area 页","0","test_login_success","testcases.ui","2026-07-11","broken","2026-07-11","TestExpandTestingLogin","test_opencart_login","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Pytest\u6846\u67b6]","testcases.ui","2026-07-11","broken","2026-07-11","TestBaiduSearch","test_baidu","",""
"GitHub API 响应头应包含 Rate-Limit 相关字段","4","test_rate_limit_headers","testcases.api","2026-07-11","passed","2026-07-11","TestGitHubResponseHeaders","test_github","",""
