"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"搜索后截图，附加到 Allure 报告","0","test_search_with_screenshot","testcases.ui","2026-07-21","broken","2026-07-21","TestBaiduSearch","test_baidu","",""
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","2026-07-21","broken","2026-07-21","TestBaiduSearch","test_baidu","",""
"使用官方公开测试账号登录，应跳转到 Secure Area 页","0","test_login_success","testcases.ui","2026-07-21","broken","2026-07-21","TestExpandTestingLogin","test_opencart_login","",""
"打开百度首页，标题应包含'百度'","0","test_homepage_title","testcases.ui","2026-07-21","broken","2026-07-21","TestBaiduSearch","test_baidu","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_all]","testcases.ui","2026-07-21","broken","2026-07-21","TestExpandTestingLogin","test_opencart_login","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1304","test_get_weather_success[110000-\u5317\u4eac]","testcases.api","2026-07-21","passed","2026-07-21","TestWeatherAPI","test_weather","",""
"获取仓库贡献者列表，返回数组且字段完整
        注：torvalds/linux 贡献者数量过大，GitHub API 会返回 403，
        改用 pytest/pytest（规模适中的知名仓库）
        ","170","test_get_repo_contributors","testcases.api","2026-07-21","passed","2026-07-21","TestGitHubRepo","test_github","",""
"获取 github 组织信息，字段应完整","99","test_get_known_org","testcases.api","2026-07-21","passed","2026-07-21","TestGitHubOrg","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[   ]","testcases.ui","2026-07-21","broken","2026-07-21","TestBaiduSearch","test_baidu","",""
"不传 Key 应返回鉴权失败","985","test_missing_api_key","testcases.api","2026-07-21","passed","2026-07-21","TestWeatherAPI","test_weather","",""
"不存在的用户名应返回 404","59","test_get_nonexistent_user","testcases.api","2026-07-21","passed","2026-07-21","TestGitHubUser","test_github","",""
"获取 torvalds/linux 的 topics，响应应包含 names 数组","142","test_get_repo_topics","testcases.api","2026-07-21","passed","2026-07-21","TestGitHubRepo","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[123456]","testcases.ui","2026-07-21","broken","2026-07-21","TestBaiduSearch","test_baidu","",""
"per_page 参数生效，返回条数与请求一致","206","test_search_repo_pagination","testcases.api","2026-07-21","passed","2026-07-21","TestGitHubSearchRepo","test_github","",""
"登录成功后页面应有退出链接，且不再显示登录按钮","0","test_login_redirect_and_elements","testcases.ui","2026-07-21","broken","2026-07-21","TestExpandTestingLogin","test_opencart_login","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Pytest\u6846\u67b6]","testcases.ui","2026-07-21","broken","2026-07-21","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","978","test_get_weather_success[440300-\u6df1\u5733]","testcases.api","2026-07-21","passed","2026-07-21","TestWeatherAPI","test_weather","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u81ea\u52a8\u5316\u6d4b\u8bd5]","testcases.ui","2026-07-21","broken","2026-07-21","TestBaiduSearch","test_baidu","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_username]","testcases.ui","2026-07-21","broken","2026-07-21","TestExpandTestingLogin","test_opencart_login","",""
"按关键词搜索仓库，应返回结果且字段完整","305","test_search_repo_by_keyword[pytest]","testcases.api","2026-07-21","passed","2026-07-21","TestGitHubSearchRepo","test_github","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_both]","testcases.ui","2026-07-21","broken","2026-07-21","TestExpandTestingLogin","test_opencart_login","",""
"不存在的组织应返回 404","73","test_get_nonexistent_org","testcases.api","2026-07-21","passed","2026-07-21","TestGitHubOrg","test_github","",""
"获取 torvalds 用户信息，字段应完整","87","test_get_known_user","testcases.api","2026-07-21","passed","2026-07-21","TestGitHubUser","test_github","",""
"登录成功后截图，附加到 Allure 报告","0","test_login_success_screenshot","testcases.ui","2026-07-21","broken","2026-07-21","TestExpandTestingLogin","test_opencart_login","",""
"GitHub API 响应头应包含 Rate-Limit 相关字段","26","test_rate_limit_headers","testcases.api","2026-07-21","passed","2026-07-21","TestGitHubResponseHeaders","test_github","",""
